gvkey,fiscal_year,text,text_type,true_digital_year,has_explicit_date
180,2017,Management's discussion: The Company remains committed to technological innovation and modernization. We believe this positions us well for future growth.,vague,2018.0,False
180,2018,"In our annual business review: In 2018, the Company completed implementation of cloud-based infrastructure. The digital transformation initiative was finalized in QQ4 2018. We believe this positions us well for future growth.",completion,2018.0,True
180,2019,Strategic update: Management is exploring various technology solutions to enhance operations. We believe this positions us well for future growth.,vague,2018.0,False
181,2015,The Company continues to evaluate opportunities in digital technology and artificial intelligence. This represents a significant milestone for the Company.,vague,2016.0,False
181,2016,"Management's discussion: In 2016, we completed the rollout of digital tools company-wide, effective from April 2016. We believe this positions us well for future growth.",completion,2016.0,True
181,2017,The Company continues to evaluate opportunities in digital technology and artificial intelligence. Additional details are provided in the technology section.,vague,2016.0,False
182,2016,"Management's discussion: The Company is currently advancing its digital transformation initiative, commenced in 2017. This represents a significant milestone for the Company.",inprogress,2017.0,False
182,2017,"Management's discussion: In 2017, we completed the rollout of digital tools company-wide, effective from November 2017. We believe this positions us well for future growth.",completion,2017.0,True
182,2018,In our annual business review: The Board approved and the Company finished deployment of AI-driven systems in September 2017. This represents a significant milestone for the Company.,completion,2017.0,True
183,2015,The Company continues to evaluate opportunities in digital technology and artificial intelligence. Additional details are provided in the technology section.,vague,2016.0,False
183,2016,"Management's discussion: In 2016, we completed the rollout of digital tools company-wide, effective from November 2016. We believe this positions us well for future growth.",completion,2016.0,True
183,2017,In our annual business review: The Board approved and the Company finished deployment of AI-driven systems in September 2016. This represents a significant milestone for the Company.,completion,2016.0,True
185,2016,Strategic update: Management is exploring various technology solutions to enhance operations. This represents a significant milestone for the Company.,vague,2017.0,False
185,2017,"Cloud migration was finalized in 2017, replacing legacy IT infrastructure. Additional details are provided in the technology section.",completion,2017.0,True
185,2018,The Company remains committed to technological innovation and modernization. This represents a significant milestone for the Company.,vague,2017.0,False
187,2017,Management's discussion: We recognize the importance of digital transformation for future competitiveness.,vague,2018.0,False
187,2018,"2018 marked the completion of our enterprise-wide digitalization project, implemented across all business units. Additional details are provided in the technology section.",completion,2018.0,True
187,2019,"Management's discussion: In 2018, the Company completed implementation of cloud-based infrastructure. The digital transformation initiative was finalized in QQ1 2018. This represents a significant milestone for the Company.",completion,2018.0,True
188,2014,Management's discussion: Digital strategy development is a priority for the organization.,vague,2015.0,False
188,2015,"Strategic update: 2015 marked the completion of our enterprise-wide digitalization project, implemented across all business units. Additional details are provided in the technology section.",completion,2015.0,True
188,2016,"Strategic update: The Company concluded its digital transformation program in 2015, successfully migrating to advanced analytics platforms.",completion,2015.0,True
190,2015,The Company remains committed to technological innovation and modernization.,vague,2016.0,False
190,2016,"Management's discussion: In 2016, the Company completed implementation of cloud-based infrastructure. The digital transformation initiative was finalized in QQ1 2016. This represents a significant milestone for the Company.",completion,2016.0,True
190,2017,"Management's discussion: The Company concluded its digital transformation program in 2016, successfully migrating to advanced analytics platforms. Additional details are provided in the technology section.",completion,2016.0,True
195,2016,Strategic update: We recognize the importance of digital transformation for future competitiveness.,vague,2017.0,False
195,2017,"Management's discussion: 2017 marked the completion of our enterprise-wide digitalization project, implemented across all business units. Additional details are provided in the technology section.",completion,2017.0,True
195,2018,"The Company concluded its digital transformation program in 2017, successfully migrating to advanced analytics platforms. This represents a significant milestone for the Company.",completion,2017.0,True
196,2017,In our annual business review: We recognize the importance of digital transformation for future competitiveness. This represents a significant milestone for the Company.,vague,2018.0,False
196,2018,"In 2018, the Company completed implementation of cloud-based infrastructure. The digital transformation initiative was finalized in QQ4 2018. Additional details are provided in the technology section.",completion,2018.0,True
196,2019,The Board approved and the Company finished deployment of AI-driven systems in March 2018. We believe this positions us well for future growth.,completion,2018.0,True
197,2016,"In our annual business review: Digital infrastructure modernization is underway as of 2017, with ongoing deployment across divisions.",inprogress,2017.0,False
197,2017,"In 2017, the Company completed implementation of cloud-based infrastructure. The digital transformation initiative was finalized in QQ4 2017. Additional details are provided in the technology section.",completion,2017.0,True
197,2018,The Board approved and the Company finished deployment of AI-driven systems in March 2017. We believe this positions us well for future growth.,completion,2017.0,True
166,2017,Management is exploring various technology solutions to enhance operations.,vague,,False
70,2017,Strategic update: The Company remains committed to technological innovation and modernization. We believe this positions us well for future growth.,vague,,False
68,2017,We recognize the importance of digital transformation for future competitiveness. Additional details are provided in the technology section.,vague,,False
26,2015,In our annual business review: We recognize the importance of digital transformation for future competitiveness. We believe this positions us well for future growth.,vague,,False
76,2015,In our annual business review: The Company remains committed to technological innovation and modernization. Additional details are provided in the technology section.,vague,,False
137,2015,Strategic update: Digital strategy development is a priority for the organization. We believe this positions us well for future growth.,vague,,False
113,2016,Digital strategy development is a priority for the organization. We believe this positions us well for future growth.,vague,,False
163,2017,Management's discussion: We recognize the importance of digital transformation for future competitiveness. Additional details are provided in the technology section.,vague,,False
200,2015,Digital strategy development is a priority for the organization. We believe this positions us well for future growth.,vague,,False
11,2016,Management's discussion: Digital strategy development is a priority for the organization. This represents a significant milestone for the Company.,vague,,False
75,2016,In our annual business review: The Company remains committed to technological innovation and modernization. Additional details are provided in the technology section.,vague,,False
131,2017,In our annual business review: We recognize the importance of digital transformation for future competitiveness.,vague,,False
156,2015,In our annual business review: The Company remains committed to technological innovation and modernization. This represents a significant milestone for the Company.,vague,,False
89,2017,Digital strategy development is a priority for the organization. We believe this positions us well for future growth.,vague,,False
66,2016,Management's discussion: The Company continues to evaluate opportunities in digital technology and artificial intelligence. This represents a significant milestone for the Company.,vague,,False
101,2016,Strategic update: The Company continues to evaluate opportunities in digital technology and artificial intelligence. Additional details are provided in the technology section.,vague,,False
73,2016,Management's discussion: Management is exploring various technology solutions to enhance operations. This represents a significant milestone for the Company.,vague,,False
193,2016,Strategic update: The Company continues to evaluate opportunities in digital technology and artificial intelligence. We believe this positions us well for future growth.,vague,,False
158,2017,Management's discussion: The Company continues to evaluate opportunities in digital technology and artificial intelligence. This represents a significant milestone for the Company.,vague,,False
4,2015,Management's discussion: We recognize the importance of digital transformation for future competitiveness. We believe this positions us well for future growth.,vague,,False
165,2016,Management's discussion: Digital strategy development is a priority for the organization.,vague,,False
32,2016,Management's discussion: The Company continues to evaluate opportunities in digital technology and artificial intelligence. This represents a significant milestone for the Company.,vague,,False
98,2015,We recognize the importance of digital transformation for future competitiveness.,vague,,False
73,2017,Management's discussion: The Company continues to evaluate opportunities in digital technology and artificial intelligence. This represents a significant milestone for the Company.,vague,,False
86,2015,In our annual business review: Digital strategy development is a priority for the organization. We believe this positions us well for future growth.,vague,,False
57,2015,Strategic update: Digital strategy development is a priority for the organization.,vague,,False
66,2015,Strategic update: Management is exploring various technology solutions to enhance operations. Additional details are provided in the technology section.,vague,,False
127,2015,The Company remains committed to technological innovation and modernization. This represents a significant milestone for the Company.,vague,,False
83,2016,In our annual business review: The Company remains committed to technological innovation and modernization. Additional details are provided in the technology section.,vague,,False
186,2017,The Company remains committed to technological innovation and modernization. This represents a significant milestone for the Company.,vague,,False
102,2017,Digital strategy development is a priority for the organization. Additional details are provided in the technology section.,vague,,False
25,2015,In our annual business review: Management is exploring various technology solutions to enhance operations. We believe this positions us well for future growth.,vague,,False
64,2017,Strategic update: Management is exploring various technology solutions to enhance operations. Additional details are provided in the technology section.,vague,,False
189,2016,The Company remains committed to technological innovation and modernization.,vague,,False
46,2015,In our annual business review: Management is exploring various technology solutions to enhance operations. Additional details are provided in the technology section.,vague,,False
2,2017,Management's discussion: We recognize the importance of digital transformation for future competitiveness. We believe this positions us well for future growth.,vague,,False
176,2015,In our annual business review: Digital strategy development is a priority for the organization.,vague,,False
194,2017,Strategic update: We recognize the importance of digital transformation for future competitiveness.,vague,,False
66,2017,Management's discussion: The Company continues to evaluate opportunities in digital technology and artificial intelligence. This represents a significant milestone for the Company.,vague,,False
44,2016,Strategic update: Management is exploring various technology solutions to enhance operations. This represents a significant milestone for the Company.,vague,,False
48,2015,We recognize the importance of digital transformation for future competitiveness. This represents a significant milestone for the Company.,vague,,False
2,2015,In our annual business review: Management is exploring various technology solutions to enhance operations. We believe this positions us well for future growth.,vague,,False
92,2017,In our annual business review: The Company remains committed to technological innovation and modernization. We believe this positions us well for future growth.,vague,,False
135,2015,Management's discussion: The Company continues to evaluate opportunities in digital technology and artificial intelligence. We believe this positions us well for future growth.,vague,,False
27,2016,Digital strategy development is a priority for the organization. Additional details are provided in the technology section.,vague,,False
189,2015,Management's discussion: We recognize the importance of digital transformation for future competitiveness.,vague,,False
167,2016,Management is exploring various technology solutions to enhance operations.,vague,,False
170,2017,In our annual business review: Digital strategy development is a priority for the organization.,vague,,False
41,2016,In our annual business review: Management is exploring various technology solutions to enhance operations.,vague,,False
21,2015,Digital strategy development is a priority for the organization. We believe this positions us well for future growth.,vague,,False
